danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
"

Og jeg husker det endnu tydeligt.

Det var en kold, regnfuld, grå oktoberdag i min barndom. Jeg sad i bilen","    6. Dansk: Alle restauranter i Pau-Laval  Engelsk: Alle restauranter i Pau-Laval    7. Dansk: Billige flyrejser fra Kemer til Istanbul  Engelsk: Cheap flights from Istanbul til København    8. Dansk: 2,4 km fra centrum af Grottaferrata  Engelsk: 2.4 km from Grottaferrata centre    9. Dansk","Derpå sagde Gud: ""Jorden frembringe levende Væsener efter deres Arter: Kvæg, Kryb og vildtlevende Dyr efter deres Arter! Og således skete det:","God said, ""Let the earth produce living creatures after their kind, livestock, creeping things, and animals of the earth after their kind""; and it was so.",15,5,22,0.96,0.0,1.0," The morning was cold, and the day was hot. The sun was in the sky, and the wind was blowing.  'It was a wonderful day,' said the old woman, 'for me.'  'It was wonderful for you, too, old woman,' said the young man. 'It was a wonderful day for you, too.'  'I saw the moon,' said the young man, 'and I saw the sun"
 de to fugle (gæs og høge) frembragte de levende væsner af stenene på klippen; og den levende fugl (gæs,"    2.2.2.4. Det er i øvrigt helt forkert, at man ikke bør blande sig i, hvad andre mennesker gør, for at man ikke kan overskue det hele. ->  2.2.2.4. It is wrong, for example, to interfere with what other people do","Gud gjorde de vildtlevende Dyr efter deres Arter, Kvæget efter dets Arter og alt Jordens Kryb efter dets Arter. Og Gud så, at det var godt.","God made the animals of the earth after their kind, and the livestock after their kind, and everything that creeps on the ground after its kind. God saw that it was good.",15,5,23,1.0,0.0,1.0,"        ""For the earth produces only living things after its kind, and that is the reason why the earth does not produce animals of the earth after its kind.""        ""For the earth produces only living things after its kind, and that is the reason why the earth does not produce animals of the"
" alle slags levende væsener, af alle slags, fandtes på denne jord! Men de blev overlastede af denne guddoms vrede og forful","  L. M. D. C.  (1915).  ""L. M. D. C. var. M. D. C. var. D. C."".  ""L. M. D. C. var. D. C. var. C"".  ""L.","Gud gjorde de vildtlevende Dyr efter deres Arter, Kvæget efter dets Arter og alt Jordens Kryb efter dets Arter. Og Gud så, at det var godt.","God made the animals of the earth after their kind, and the livestock after their kind, and everything that creeps on the ground after its kind. God saw that it was good.",15,5,23,1.0,0.0,0.0,"  But it was not the life of the living creatures that God had set in motion, but the living creatures that were to live. And what God had set in motion was the creation of the first human beings, and the creation of the first human beings that were to live.  2.  The first human beings were"
"
det er en rigtig fin bog... der er alt imellem børn (og voksne) og de unge efter min mening :)
jeg kan anbefale den
","    Ignacio:  > Kresten: Gud skabte jorden for at vi skulle kunne bo på den, og dyrene for at vi skulle kunne leve af dem.   >   > I en verden hvor vi lever på jorden, er det da ikke noget der er dårligt.   >","Derpå sagde Gud: ""Lad os gøre Mennesker i vort Billede, så de ligner os, til at herske over Havets Fisk og Himmelens Fugle, Kvæget og alle vildtlevende Dyr på Jorden og alt Kryb,der kryber på Jorden!""","God said, ""Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the birds of the sky, and over the livestock, and over all the earth, and over every creeping thing that creeps on the earth.""",15,5,24,1.0,0.0,1.0,    then god made humans to make animals of the earth.    then god made humans to make animals of the earth.    then god made humans to make animals of the earth.    then god made humans to make animals of the earth.    then god made humans to make animals of
.<|endoftext|>,".    I don't know, I don't think it's god, but i think it's me.<|endoftext|>","Derpå sagde Gud: ""Lad os gøre Mennesker i vort Billede, så de ligner os, til at herske over Havets Fisk og Himmelens Fugle, Kvæget og alle vildtlevende Dyr på Jorden og alt Kryb,der kryber på Jorden!""","God said, ""Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the birds of the sky, and over the livestock, and over all the earth, and over every creeping thing that creeps on the earth.""",15,5,24,0.01,1.0,0.0,"  Mikayla: So, you think the animals were made by god?    And if so, why would he care about the animals of the earth?  Sawyer: It's not the animals. It's the things that creep on the ground.    God didn't"
" 8. ""Ved du hvad! Vi har allerede gjort menneskerne,"" sagde egypterne, og så blev hele menigheden, som var af"," 13 Og da han havde sagt dette, tog han de tre hellige mænd til sig, og de gav ham i deres hånd.  14 Men da de havde sagt dette,","Og Gud skabte Mennesket i sit Billede; i Guds Billede skabte han det, som Mand og Kvinde skabte han dem;",God created man in his own image. In God's image he created him; male and female he created them.,15,5,25,1.0,0.0,1.0,"  16:11 Then the Lord God spoke to Moses, and said, ""Go and make the image of the image of the image of the image of the image of the"
"""<|endoftext|>"," 21:13  14:11 Men jeg siger jer: Når vi gør os selv til billedstøtte, skal vi have herredømme over havet, over fuglene","Og Gud skabte Mennesket i sit Billede; i Guds Billede skabte han det, som Mand og Kvinde skabte han dem;",God created man in his own image. In God's image he created him; male and female he created them.,15,5,25,0.01,0.0,1.0,"  20 Then he said to the people, ""O people of Israel, I am the Lord, the God of Israel. I am God of Israel. I am the God of"
" i guds billede skabte han jorden og mennesket og dyrene og alle levende ting, han skabte for menneskehedens skyld.
At sige at Gud skabte disse ting",.    <|endoftext|>,"og Gud velsignede dem, og Gud sagde til dem: ""Bliv frugtbare og mangfoldige og opfyld Jorden, gør eder til Herre over den og hersk over Havets Fisk og Himmelens Fugle, Kvæget og alle vildtlevende Dyr, der rører sig på Jorden!""","God blessed them. God said to them, ""Be fruitful, multiply, fill the earth, and subdue it. Have dominion over the fish of the sea, over the birds of the sky, and over every living thing that moves on the earth.""",15,5,26,1.0,0.0,0.0,"    In the Bible God created men and women, and all of them are equal.        In the Bible God created Adam and Eve.        In the Bible God created man and woman, and all of them are equal.        In the Bible God created man and woman, and all of them are equal.        In"
" i guds billede er mennesket skabt, og Gud skabte ham, som mennesket skabte ham;
Og hver Guds værk og hver Guds bud er lige meget for","    In this, I am the Lord.    God er skabt i Guds billede, og i Guds billede er han skabt.    Han er den almægtige, den almægtige, den almægtige, den almægtige.    Og jeg er den almægtige, den almægtige, den almægtige.    Og han skabte","og Gud velsignede dem, og Gud sagde til dem: ""Bliv frugtbare og mangfoldige og opfyld Jorden, gør eder til Herre over den og hersk over Havets Fisk og Himmelens Fugle, Kvæget og alle vildtlevende Dyr, der rører sig på Jorden!""","God blessed them. God said to them, ""Be fruitful, multiply, fill the earth, and subdue it. Have dominion over the fish of the sea, over the birds of the sky, and over every living thing that moves on the earth.""",15,5,26,1.0,0.0,1.0,. in his own image he created them.    <|endoftext|>
"""<|endoftext|>","    og du er måske bare et meget lille barn. ->  You may be a very small child.    Men vi må ikke glemme, at der er en lang række andre aspekter. ->  But we must not forget","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",15,5,27,0.01,0.0,1.0," 12And they answered and said to him, ""Lord, this is what the LORD has commanded you: if you do not make a tree or a bush, or any other plant, or any thing of any"
 De blev frugtbare og mangfoldige og opfyld jorden; de gjorde den frugtbar og fyldte jorden med planter og afgrøder. Og Gud gav,"    De fleste kristne er enige om, at Gud ønsker, at vi skal være frugtbare, mange, mange gange, og at vi skal have dominans over havets fisk, fuglene i himlen, over alt levende på jorden","Gud sagde fremdeles: ""Jeg giver eder alle Urter på hele Jorden, som bærer Frø, og alle Træer, som bærer Frugt med Kærne; de skal være eder til Føde;","God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",15,5,27,1.0,0.0,1.0," 31 He said to them, ""Go and give thanks to the LORD your God, and make him a great and mighty God. And all the earth shall be blessed in his name."" 32 They said"
" men jeg siger eder, at I skal ikke tage dem tilbage, førend Eders Gud er med eder."" — Vise-Udgaverne,"," I will give you a land, for I will give you a land, som er fuld af frugt. Og du skal plante det, og du skal være frugtbar, og du skal bo i det, og du skal have børn, og du skal have børn.""  7:1","men alle Jordens dyr og alle Himmelens Fugle og alt, hvad der kryber på Jorden, og som har Livsånde, giver jeg alle grønne Urter til Føde."" Og således skete det.","To every animal of the earth, and to every bird of the sky, and to everything that creeps on the earth, in which there is life, I have given every green herb for food""; and it was so.",15,5,28,1.0,0.0,1.0," And the people of this land will be as the people of the land of Canaan, that is, as the people of Canaan.""  26:13 And the people of this land will be as the people of the land of Canaan, that is"
" og I skal ikke sulte."" 10 Fra den dag, han havde sagt dette, og til Israels barn hørte, at Herren var kommet ud"," Jeg kan godt lide, at du i det hele taget har nogle gode idéer til, hvordan man kan få det hele til at lykkes. Jeg har ikke kunnet finde nogen gode råd, men jeg ved at jeg selv har prøvet mange ting.  |Hvornår skal man starte med at","men alle Jordens dyr og alle Himmelens Fugle og alt, hvad der kryber på Jorden, og som har Livsånde, giver jeg alle grønne Urter til Føde."" Og således skete det.","To every animal of the earth, and to every bird of the sky, and to everything that creeps on the earth, in which there is life, I have given every green herb for food""; and it was so.",15,5,28,1.0,0.0,1.0," And I will give you the land of the forest, which is far away. The land of the forest is full of trees, which are good for the people of the earth. And the land of the forest will be rich, because the trees are good for the people of the earth"
