danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
.<|endoftext|>,"    So,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first gud,    He was the first gud,    He was","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,6,10,0,eng,0.76,eng,1.0
"
Og da solen gik ned, stod månen ned fra himlen. Og da jorden stod op, kom stjernerne frem, og himlen åbnede sig.
","    2. The first afhandling om dette emne, som blev fremsat af en gruppe forskere, der var involveret i en større undersøgelse af denne situation, er fra 1977. ->  The first paper, which was presented by a group of researchers involved in a large study of this situation, was in 1977.    3. På den måde kan du i stedet for at købe en ny,","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,7,10,0,dan,1.0,dan,1.0
"
Messias siger til Jesus: ""Morder, mands barn, du er den, der elsker mig mest. Du gør, som jeg",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,8,10,0,dan,1.0,eng,0.76
" Det var bare et spørgsmål om tid, før mennesket brugte begrebet Gud i overført betydning.

I middelalderen var der stort set ikke en eneste person"," He was a man of great power and great power of will. He created the world, and he created the heavens and the earth. He created everything, including everything on earth, including everything in the sky, including everything in the air. He created the universe, and he created everything. He created everything.    And he created everything.    And he created everything.    And he created everything.    He created","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,9,10,0,dan,0.93,eng,1.0
.<|endoftext|>,.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,10,10,0,eng,0.76,eng,0.76
"
I en gammel tradition på mange sprog hedder det: 'Himmelgud og jordgud blev skabt af mennesker ved Guds hånd'. Dette er en helt","    Dansk: I dag er jeg 33 år, og jeg har det stadig sådan.  Engelsk: I am 33 years old and I still have this feeling.    Dansk: Der er mange der har set det, men det er ikke rigtigt.  Engelsk: There are a lot of people who have seen it, but it's not true.    Dansk: Jeg vil bare ikke have et liv med","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,10,0,dan,1.0,dan,1.0
" Gud har skabt alting, som vi ikke kender til, så derfor er det nødvendigt at have en forestilling eller forestilling om at alt dette eksisterede, som","    That's because the earth is not a thing. It's a thing that was created. It's not a thing that was created. It's a thing that is.    I don't know why the earth is a thing, but I don't know why the heavens are a thing. I'm not sure that's a thing.    But I'm not sure that","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,10,0,dan,1.0,eng,1.0
" Ved at betragte denne figur er det dog muligt at finde nogle forskelle. Den første forskel består i, at han henviser til skabelsen af himlene",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,13,10,0,dan,1.0,eng,0.76
 At Gud skabte sig selv kunne godt tyde på at Gud havde en grund og ikke bare skabte sig selv til at blive menneske. Man har nemlig i bib,.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,14,10,0,dan,1.0,eng,0.76
 Men ved den sidste indførelse af en ny skabelsesekspedition kunne Gud se den store åbenbaring. Da så gud først havde åben,"    engelsk: Det er ikke kun det, der er forkert.  dansk: Det er ikke kun det, der er forkert.    dansk: Jeg har set 1000 billeder, men jeg kan ikke komme på 1000 billeder.  dansk: Jeg har set 1000 billeder, men jeg kan ikke komme på 1000 billeder.    dansk: Hvad er den største","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,15,10,0,dan,1.0,dan,1.0
"
Naturen skaber en ny himmel eller jord til enhver tid. Det er derfor naturen også skaber nye planter, dyr, urter mm.
Det er","    A:    Der er en del om dette, og det er ikke noget jeg har arbejdet med, men det kan bruges som en ide, og det er noget jeg kan bruge til at forbedre mig selv og min hjemmeside.    Den gode ide er at sætte en god ide op som et mål, så man er på den sikre side, og så er det ikke noget der skal være umuligt, at nå det mål, da","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,16,10,0,dan,1.0,dan,1.0
"

English: ""I'm here with my parents, so the kids are with me.
Danish: ""Jeg er her med min",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,17,10,0,eng,1.0,eng,0.76
" Jeg forstår at Gud er et med verden, at han er fuldkommen tilgivende, barmhjertig, men jeg synes den er langsom.",                                                                                                                                                                                ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,18,10,0,dan,1.0,smj,1.0
" Med denne begyndende skabelse, indså Gud mennesket så det ville han skabe mennesker, han ønskede at have sammen. Mennesket er altså det",".    Trin 1: Find ud af, hvilken type af mennesker du er, og hvad der motiverer dig.    Trin 2: Hvad motiverer dig?    Trin 3: Hvad er dit problem?    Trin 4: Er der en løsning?    Trin 5: Er du klar?    <|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,19,10,0,dan,1.0,dan,1.0
" Når du lærer at gøre dette, begynder du at bruge din egen evne til at finde den rette vej mod mere succes og rigdom i dit liv.","  16 Og som det første menneske skabte Gud først både den, der fødes, og den, der sættes i den, og først dem, der er først, som skal efterfølge dem, der er først. 17 Men den, der først er kommet til, skal først efterfølge den, der først blev født, 18 og som første blandt alle de første skal efterfølge den, der først blev først. ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,20,10,0,dan,1.0,dan,1.0
" Jeg er en mand, en mand fra en krigerfamilie. Han var konge i den tid. Han blev dræbt i første angreb... og så overlev","  Hvornår var det første skridt til at blive et menneske? ->   hvornår var det første skridt til at blive et menneske?  Men det er ikke det, der skal til, for at man kan udrydde en befolkning. ->  Det er ikke det, der kræves for at udrydde en befolkning.  Små børn skal ikke ind i bilen eller på offentlig transport. ->  Små børn bør ikke ind i","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,21,10,0,dan,1.0,dan,1.0
" Han skabte det ud fra et princip, som alle mennesker er enige om. Hvorfor er hans væsen i sig selv vigtigt?  Den største gave, du",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,22,10,0,dan,1.0,eng,0.76
"

Det blev også påpeget, at de nye regler vil kunne anvendes til udvisning af jøder fra lande, hvor de kan have begået vold mod","    dansk: 22:19 Og da jeg nu har talt med eder alle, da vil jeg give eder et Middel til at holde de Tider, som jeg har talt med eder om.  engelsk: 22:19 And now that I have spoken with you all, I will give you a way to keep the days that I have spoken with you.    dansk: På den måde kan du vælge den","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,23,10,0,dan,1.0,dan,1.0
